Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
3785,501,4,115.2,1,3,4,134,8,BIG SPENDER
4387,105,8,115.2,3,4,4,344,11,BIG SPENDER
1661,52,6,115.16,4,4,4,444,12,STARS
2341,373,5,115.02,1,3,4,134,8,BIG SPENDER
1254,255,2,115.0,2,1,4,214,7,BIG SPENDER
4152,195,5,115.0,2,3,4,234,9,BIG SPENDER
1973,67,1,114.9,3,1,3,313,7,REGULARS
2700,45,4,114.88,4,3,3,433,10,ACTIVE
1639,81,3,114.8,3,2,3,323,8,REGULARS
4352,1,4,114.75,4,3,3,433,10,ACTIVE
4598,42,5,114.7,4,3,3,433,10,ACTIVE
2453,9,6,114.69,4,4,3,443,11,LOYAL
1954,146,3,114.62,2,2,3,223,7,REGULARS
3435,417,5,114.6,1,3,3,133,7,LOST
4426,207,7,114.5,2,4,3,243,9,LOYAL
1480,39,6,114.44,4,4,3,443,11,LOYAL
1535,180,4,114.36,2,3,3,233,8,REGULARS
1305,220,3,114.3,2,2,3,223,7,REGULARS
4652,266,4,114.3,2,3,3,233,8,REGULARS
1178,45,4,114.24,4,3,3,433,10,ACTIVE
3113,195,5,114.1,2,3,3,233,8,REGULARS
4608,35,4,114.0,4,3,3,433,10,ACTIVE
4162,8,4,114.0,4,3,3,433,10,ACTIVE
4784,110,2,114.0,3,1,3,313,7,REGULARS
3095,78,6,114.0,3,4,3,343,10,LOYAL
3491,65,7,113.8,3,4,3,343,10,LOYAL
1041,272,4,113.75,2,3,3,233,8,REGULARS
1493,90,6,113.7,3,4,3,343,10,LOYAL
4150,126,4,113.7,3,3,3,333,9,REGULARS
3111,7,6,113.7,4,4,3,443,11,LOYAL
3139,253,7,113.66,2,4,3,243,9,LOYAL
3204,236,5,113.62,2,3,3,233,8,REGULARS
2043,253,5,113.56,2,3,3,233,8,REGULARS
1162,146,5,113.5,2,3,3,233,8,REGULARS
4720,311,6,113.4,1,4,3,143,8,LOYAL
3353,138,6,113.35,3,4,3,343,10,LOYAL
2235,66,6,113.35,3,4,3,343,10,LOYAL
1658,118,5,113.3,3,3,3,333,9,REGULARS
2035,7,3,113.22,4,2,3,423,9,ACTIVE
3552,119,5,113.16,3,3,3,333,9,REGULARS
4178,47,7,113.15,4,4,3,443,11,LOYAL
3719,13,6,113.1,4,4,3,443,11,LOYAL
4933,306,9,113.05,1,4,3,143,8,LOYAL
2863,541,3,113.0,1,2,3,123,6,LOST
1750,325,5,112.96,1,3,3,133,7,LOST
3746,51,5,112.9,4,3,3,433,10,ACTIVE
1279,111,6,112.9,3,4,3,343,10,LOYAL
1765,294,3,112.8,1,2,3,123,6,LOST
3653,51,4,112.8,4,3,3,433,10,ACTIVE
3224,291,4,112.76,1,3,3,133,7,LOST
3329,312,5,112.6,1,3,3,133,7,LOST
1472,102,6,112.6,3,4,3,343,10,LOYAL
1179,475,2,112.6,1,1,3,113,5,LOST
2592,90,6,112.54,3,4,3,343,10,LOYAL
4573,7,7,112.5,4,4,3,443,11,LOYAL
3573,271,4,112.4,2,3,3,233,8,REGULARS
1067,163,3,112.3,2,2,3,223,7,REGULARS
3370,48,4,112.1,4,3,3,433,10,ACTIVE
4859,112,4,112.0,3,3,3,333,9,REGULARS
3817,366,5,112.0,1,3,3,133,7,LOST
2061,3,4,112.0,4,3,3,433,10,ACTIVE
1947,532,3,112.0,1,2,3,123,6,LOST
1026,216,5,111.95,2,3,3,233,8,REGULARS
4213,129,3,111.9,3,2,3,323,8,REGULARS
1476,126,6,111.84,3,4,3,343,10,LOYAL
2925,19,7,111.8,4,4,3,443,11,LOYAL
2991,317,5,111.78,1,3,3,133,7,LOST
4323,13,5,111.7,4,3,3,433,10,ACTIVE
1742,18,4,111.7,4,3,3,433,10,ACTIVE
4872,432,4,111.62,1,3,3,133,7,LOST
2478,484,2,111.45,1,1,3,113,5,LOST
4326,54,5,111.36,4,3,3,433,10,ACTIVE
2401,11,5,111.3,4,3,3,433,10,ACTIVE
1896,379,4,111.3,1,3,3,133,7,LOST
4463,57,4,111.3,4,3,3,433,10,ACTIVE
2097,90,3,111.27,3,2,3,323,8,REGULARS
2128,142,5,111.23,2,3,3,233,8,REGULARS
2562,411,4,111.2,1,3,3,133,7,LOST
4469,73,3,111.2,3,2,3,323,8,REGULARS
3203,145,5,111.2,2,3,3,233,8,REGULARS
2358,15,3,111.16,4,2,3,423,9,ACTIVE
4579,62,5,111.15,3,3,3,333,9,REGULARS
4891,85,5,111.1,3,3,3,333,9,REGULARS
2406,23,7,110.96,4,4,3,443,11,LOYAL
2320,387,5,110.9,1,3,3,133,7,LOST
4444,85,5,110.8,3,3,3,333,9,REGULARS
3998,16,6,110.8,4,4,3,443,11,LOYAL
1454,69,4,110.7,3,3,3,333,9,REGULARS
4975,58,5,110.7,3,3,3,333,9,REGULARS
4814,108,6,110.7,3,4,3,343,10,LOYAL
4939,77,5,110.7,3,3,3,333,9,REGULARS
3588,15,4,110.7,4,3,3,433,10,ACTIVE
4077,148,6,110.7,2,4,3,243,9,LOYAL
1863,148,4,110.6,2,3,3,233,8,REGULARS
2325,258,6,110.58,2,4,3,243,9,LOYAL
2666,16,7,110.55,4,4,3,443,11,LOYAL
1946,22,6,110.5,4,4,3,443,11,LOYAL
3864,18,7,110.5,4,4,3,443,11,LOYAL
2104,71,4,110.4,3,3,3,333,9,REGULARS
3364,107,5,110.4,3,3,3,333,9,REGULARS
3656,294,3,110.15,1,2,3,123,6,LOST
2339,589,4,110.0,1,3,3,133,7,LOST
2129,141,6,109.9,3,4,3,343,10,LOYAL
4893,304,4,109.9,1,3,3,133,7,LOST
1073,27,4,109.8,4,3,3,433,10,ACTIVE
1808,162,4,109.8,2,3,3,233,8,REGULARS
1844,47,6,109.72,4,4,3,443,11,LOYAL
4224,24,6,109.6,4,4,3,443,11,LOYAL
1588,78,3,109.54,3,2,3,323,8,REGULARS
3675,149,5,109.5,2,3,3,233,8,REGULARS
4785,108,5,109.42,3,3,3,333,9,REGULARS
4741,96,7,109.4,3,4,3,343,10,LOYAL
1776,259,6,109.3,2,4,3,243,9,LOYAL
2231,27,6,109.2,4,4,3,443,11,LOYAL
4606,229,5,109.2,2,3,3,233,8,REGULARS
1892,40,6,109.12,4,4,3,443,11,LOYAL
1655,40,4,109.1,4,3,3,433,10,ACTIVE
4531,75,7,109.07,3,4,3,343,10,LOYAL
3275,65,3,109.0,3,2,3,323,8,REGULARS
4281,73,5,108.96,3,3,3,333,9,REGULARS
2262,56,4,108.95,4,3,3,433,10,ACTIVE
1185,128,4,108.9,3,3,3,333,9,REGULARS
4855,243,4,108.8,2,3,3,233,8,REGULARS
1754,104,5,108.8,3,3,3,333,9,REGULARS
2176,144,5,108.8,2,3,3,233,8,REGULARS
4852,131,8,108.8,3,4,3,343,10,LOYAL
4827,33,4,108.7,4,3,3,433,10,ACTIVE
3348,25,6,108.65,4,4,3,443,11,LOYAL
2204,94,5,108.6,3,3,3,333,9,REGULARS
1557,148,2,108.6,2,1,3,213,6,REGULARS
4120,19,5,108.6,4,3,3,433,10,ACTIVE
4627,12,2,108.5,4,1,3,413,8,ACTIVE
2102,234,5,108.5,2,3,3,233,8,REGULARS
4618,14,5,108.5,4,3,3,433,10,ACTIVE
3669,323,4,108.48,1,3,3,133,7,LOST
2727,15,5,108.4,4,3,3,433,10,ACTIVE
1491,0,5,108.4,4,3,3,433,10,ACTIVE
2246,123,2,108.3,3,1,3,313,7,REGULARS
1277,29,5,108.21,4,3,3,433,10,ACTIVE
1297,382,4,108.15,1,3,3,133,7,LOST
1806,177,2,108.12,2,1,3,213,6,REGULARS
1951,69,3,108.1,3,2,3,323,8,REGULARS
2226,296,6,108.1,1,4,3,143,8,LOYAL
3390,29,5,108.04,4,3,3,433,10,ACTIVE
4015,278,7,108.04,2,4,3,243,9,LOYAL
2083,53,4,108.0,4,3,3,433,10,ACTIVE
1757,7,4,108.0,4,3,3,433,10,ACTIVE
4712,381,5,107.9,1,3,3,133,7,LOST
4769,101,5,107.85,3,3,3,333,9,REGULARS
3133,5,4,107.8,4,3,3,433,10,ACTIVE
1211,220,6,107.75,2,4,3,243,9,LOYAL
1028,172,5,107.6,2,3,3,233,8,REGULARS
2395,408,2,107.6,1,1,3,113,5,LOST
2107,33,6,107.5,4,4,3,443,11,LOYAL
2162,194,3,107.5,2,2,3,223,7,REGULARS
1290,99,3,107.5,3,2,3,323,8,REGULARS
3190,39,4,107.46,4,3,3,433,10,ACTIVE
3793,145,8,107.42,2,4,3,243,9,LOYAL
4793,36,5,107.4,4,3,3,433,10,ACTIVE
4673,385,3,107.4,1,2,3,123,6,LOST
1285,162,5,107.4,2,3,3,233,8,REGULARS
4680,125,4,107.39,3,3,3,333,9,REGULARS
4906,91,4,107.34,3,3,3,333,9,REGULARS
2300,102,4,107.3,3,3,3,333,9,REGULARS
1634,27,6,107.3,4,4,3,443,11,LOYAL
4358,54,3,107.3,4,2,3,423,9,ACTIVE
2711,108,3,107.2,3,2,3,323,8,REGULARS
1810,443,4,107.2,1,3,3,133,7,LOST
1656,61,4,107.14,3,3,3,333,9,REGULARS
1428,346,5,107.14,1,3,3,133,7,LOST
2730,50,4,107.11,4,3,3,433,10,ACTIVE
1724,112,4,107.0,3,3,3,333,9,REGULARS
1475,13,4,106.93,4,3,3,433,10,ACTIVE
3997,79,4,106.9,3,3,3,333,9,REGULARS
1603,91,5,106.75,3,3,3,333,9,REGULARS
1835,191,4,106.64,2,3,3,233,8,REGULARS
2813,44,5,106.6,4,3,3,433,10,ACTIVE
4704,131,4,106.6,3,3,3,333,9,REGULARS
1396,161,2,106.52,2,1,3,213,6,REGULARS
1097,59,6,106.48,3,4,3,343,10,LOYAL
2364,113,4,106.3,3,3,3,333,9,REGULARS
3583,27,7,106.2,4,4,3,443,11,LOYAL
4227,132,3,106.1,3,2,3,323,8,REGULARS
1450,44,6,106.1,4,4,3,443,11,LOYAL
4922,13,5,106.0,4,3,3,433,10,ACTIVE
1978,299,3,105.9,1,2,3,123,6,LOST
2255,12,5,105.85,4,3,3,433,10,ACTIVE
2337,137,6,105.8,3,4,3,343,10,LOYAL
2362,37,5,105.75,4,3,3,433,10,ACTIVE
2909,236,5,105.7,2,3,3,233,8,REGULARS
4455,4,8,105.66,4,4,3,443,11,LOYAL
4207,124,4,105.55,3,3,3,333,9,REGULARS
1788,10,7,105.55,4,4,3,443,11,LOYAL
3685,126,3,105.55,3,2,3,323,8,REGULARS
1652,288,5,105.5,1,3,3,133,7,LOST
3094,85,8,105.45,3,4,3,343,10,LOYAL
4693,134,7,105.39,3,4,3,343,10,LOYAL
4812,217,4,105.3,2,3,3,233,8,REGULARS
1468,82,6,105.24,3,4,3,343,10,LOYAL
2656,14,5,105.1,4,3,3,433,10,ACTIVE
2509,168,4,105.1,2,3,3,233,8,REGULARS
1884,19,2,105.05,4,1,3,413,8,ACTIVE
2873,118,6,105.0,3,4,3,343,10,LOYAL
4134,32,6,104.95,4,4,3,443,11,LOYAL
1825,39,4,104.9,4,3,3,433,10,ACTIVE
1252,261,3,104.9,2,2,3,223,7,REGULARS
4843,231,3,104.85,2,2,3,223,7,REGULARS
2469,98,4,104.8,3,3,3,333,9,REGULARS
3214,8,4,104.8,4,3,3,433,10,ACTIVE
1381,282,5,104.75,1,3,3,133,7,LOST
1016,86,4,104.7,3,3,3,333,9,REGULARS
4660,173,3,104.7,2,2,3,223,7,REGULARS
2701,501,5,104.69,1,3,3,133,7,LOST
4373,140,3,104.6,3,2,3,323,8,REGULARS
2590,14,5,104.5,4,3,3,433,10,ACTIVE
3342,191,4,104.5,2,3,3,233,8,REGULARS
2236,330,4,104.36,1,3,3,133,7,LOST
1092,82,5,104.31,3,3,3,333,9,REGULARS
2691,56,5,104.3,4,3,3,433,10,ACTIVE
4217,12,10,104.25,4,4,3,443,11,LOYAL
3226,431,4,104.2,1,3,3,133,7,LOST
3790,63,6,104.1,3,4,3,343,10,LOYAL
3721,179,5,104.02,2,3,3,233,8,REGULARS
1735,511,2,104.0,1,1,3,113,5,LOST
1326,51,3,103.8,4,2,3,423,9,ACTIVE
1992,124,3,103.8,3,2,3,323,8,REGULARS
3355,28,2,103.8,4,1,3,413,8,ACTIVE
3137,128,8,103.7,3,4,3,343,10,LOYAL
3281,66,3,103.7,3,2,3,323,8,REGULARS
4274,91,6,103.6,3,4,3,343,10,LOYAL
2196,82,5,103.4,3,3,3,333,9,REGULARS
1591,285,4,103.2,1,3,3,133,7,LOST
2604,101,5,103.1,3,3,3,333,9,REGULARS
2081,342,3,103.0,1,2,3,123,6,LOST
1559,88,2,103.0,3,1,3,313,7,REGULARS
3421,232,4,102.75,2,3,3,233,8,REGULARS
1083,327,3,102.7,1,2,3,123,6,LOST
1440,24,6,102.6,4,4,3,443,11,LOYAL
4554,125,4,102.6,3,3,3,333,9,REGULARS
2175,299,6,102.52,1,4,3,143,8,LOYAL
1767,67,6,102.36,3,4,3,343,10,LOYAL
3728,48,6,102.35,4,4,3,443,11,LOYAL
4042,13,6,102.35,4,4,3,443,11,LOYAL
2305,93,3,102.34,3,2,3,323,8,REGULARS
1612,54,6,102.3,4,4,3,443,11,LOYAL
1406,2,2,102.2,4,1,3,413,8,ACTIVE
4845,79,3,102.2,3,2,3,323,8,REGULARS
2633,33,6,102.2,4,4,3,443,11,LOYAL
3409,19,4,102.2,4,3,3,433,10,ACTIVE
2937,152,7,102.16,2,4,3,243,9,LOYAL
3470,87,3,102.14,3,2,3,323,8,REGULARS
3917,108,5,102.14,3,3,3,333,9,REGULARS
4817,10,5,102.0,4,3,3,433,10,ACTIVE
2037,255,3,101.95,2,2,3,223,7,REGULARS
4645,1,8,101.9,4,4,3,443,11,LOYAL
4060,19,3,101.9,4,2,3,423,9,ACTIVE
2055,52,7,101.85,4,4,3,443,11,LOYAL
4175,335,1,101.8,1,1,3,113,5,LOST
2815,111,4,101.8,3,3,3,333,9,REGULARS
4239,322,2,101.8,1,1,3,113,5,LOST
3107,44,7,101.7,4,4,3,443,11,LOYAL
2191,50,4,101.67,4,3,3,433,10,ACTIVE
4201,77,6,101.65,3,4,3,343,10,LOYAL
2359,124,5,101.62,3,3,3,333,9,REGULARS
1587,182,5,101.62,2,3,3,233,8,REGULARS
4519,57,2,101.6,4,1,3,413,8,ACTIVE
1958,180,2,101.5,2,1,3,213,6,REGULARS
1276,37,5,101.5,4,3,3,433,10,ACTIVE
1153,22,6,101.5,4,4,3,443,11,LOYAL
2693,58,4,101.4,3,3,3,333,9,REGULARS
4757,197,3,101.4,2,2,3,223,7,REGULARS
3758,117,6,101.4,3,4,3,343,10,LOYAL
3030,381,4,101.4,1,3,3,133,7,LOST
1716,501,3,101.2,1,2,3,123,6,LOST
1380,39,5,101.1,4,3,3,433,10,ACTIVE
1779,63,3,101.1,3,2,3,323,8,REGULARS
2893,18,5,101.1,4,3,3,433,10,ACTIVE
3937,41,5,101.1,4,3,3,433,10,ACTIVE
1968,88,4,101.0,3,3,3,333,9,REGULARS
1361,113,7,100.9,3,4,3,343,10,LOYAL
2238,24,4,100.9,4,3,3,433,10,ACTIVE
3229,145,3,100.8,2,2,3,223,7,REGULARS
1970,567,4,100.7,1,3,3,133,7,LOST
2459,99,3,100.7,3,2,3,323,8,REGULARS
2879,2,5,100.7,4,3,3,433,10,ACTIVE
1191,144,2,100.6,2,1,3,213,6,REGULARS
2646,49,3,100.6,4,2,3,423,9,ACTIVE
1505,64,2,100.56,3,1,3,313,7,REGULARS
2518,180,4,100.5,2,3,3,233,8,REGULARS
2391,25,6,100.4,4,4,3,443,11,LOYAL
1789,69,5,100.4,3,3,3,333,9,REGULARS
3572,174,2,100.4,2,1,3,213,6,REGULARS
3051,31,4,100.2,4,3,3,433,10,ACTIVE
3140,125,6,100.13,3,4,3,343,10,LOYAL
4871,45,3,100.12,4,2,3,423,9,ACTIVE
1663,49,4,100.1,4,3,3,433,10,ACTIVE
3595,13,7,100.1,4,4,3,443,11,LOYAL
3176,151,6,100.1,2,4,3,243,9,LOYAL
2688,38,5,100.1,4,3,3,433,10,ACTIVE
1710,25,3,100.0,4,2,3,423,9,ACTIVE
1001,242,5,100.0,2,3,3,233,8,REGULARS
3846,336,5,99.97,1,3,3,133,7,LOST
2286,26,3,99.9,4,2,3,423,9,ACTIVE
3976,101,6,99.88,3,4,3,343,10,LOYAL
1390,303,3,99.87,1,2,3,123,6,LOST
2581,16,5,99.85,4,3,3,433,10,ACTIVE
1928,104,3,99.8,3,2,3,323,8,REGULARS
4698,66,3,99.8,3,2,3,323,8,REGULARS
2519,210,6,99.7,2,4,3,243,9,LOYAL
1256,123,5,99.65,3,3,3,333,9,REGULARS
4384,99,4,99.6,3,3,3,333,9,REGULARS
4883,124,5,99.52,3,3,3,333,9,REGULARS
3751,363,3,99.5,1,2,3,123,6,LOST
4990,16,3,99.4,4,2,3,423,9,ACTIVE
4255,119,5,99.36,3,3,3,333,9,REGULARS
2496,28,4,99.36,4,3,3,433,10,ACTIVE
4809,93,6,99.26,3,4,3,343,10,LOYAL
3919,84,4,99.2,3,3,3,333,9,REGULARS
1850,294,4,99.2,1,3,3,133,7,LOST
1901,31,3,99.2,4,2,3,423,9,ACTIVE
2761,249,6,99.18,2,4,3,243,9,LOYAL
4879,79,4,99.15,3,3,3,333,9,REGULARS
3005,171,5,99.1,2,3,3,233,8,REGULARS
2678,32,4,99.05,4,3,3,433,10,ACTIVE
1922,84,9,98.9,3,4,3,343,10,LOYAL
1045,35,3,98.9,4,2,3,423,9,ACTIVE
3062,151,4,98.82,2,3,3,233,8,REGULARS
2817,8,3,98.8,4,2,3,423,9,ACTIVE
4295,65,3,98.7,3,2,3,323,8,REGULARS
3591,119,3,98.65,3,2,3,323,8,REGULARS
4600,169,3,98.65,2,2,3,223,7,REGULARS
2245,229,4,98.56,2,3,3,233,8,REGULARS
2563,1,4,98.55,4,3,3,433,10,ACTIVE
4395,188,3,98.5,2,2,3,223,7,REGULARS
2806,633,4,98.5,1,3,3,133,7,LOST
4700,186,6,98.45,2,4,3,243,9,LOYAL
2574,19,4,98.44,4,3,3,433,10,ACTIVE
3548,202,7,98.41,2,4,3,243,9,LOYAL
1358,1,4,98.4,4,3,3,433,10,ACTIVE
2430,344,3,98.4,1,2,3,123,6,LOST
1699,96,4,98.4,3,3,3,333,9,REGULARS
1233,139,6,98.36,3,4,3,343,10,LOYAL
3529,108,7,98.35,3,4,3,343,10,LOYAL
4101,244,4,98.3,2,3,3,233,8,REGULARS
2867,7,5,98.22,4,3,3,433,10,ACTIVE
4482,30,3,98.2,4,2,3,423,9,ACTIVE
4646,152,6,98.14,2,4,3,243,9,LOYAL
4942,37,4,98.1,4,3,3,433,10,ACTIVE
2393,257,3,98.1,2,2,3,223,7,REGULARS
4959,183,5,98.1,2,3,3,233,8,REGULARS
4981,354,2,98.1,1,1,3,113,5,LOST
1492,335,5,98.0,1,3,3,133,7,LOST
2719,214,5,98.0,2,3,3,233,8,REGULARS
3789,79,4,97.92,3,3,3,333,9,REGULARS
2756,37,4,97.9,4,3,3,433,10,ACTIVE
4402,447,2,97.9,1,1,3,113,5,LOST
2291,101,5,97.85,3,3,3,333,9,REGULARS
3349,536,3,97.8,1,2,3,123,6,LOST
2332,15,6,97.8,4,4,3,443,11,LOYAL
3228,338,1,97.8,1,1,3,113,5,LOST
4717,228,5,97.72,2,3,3,233,8,REGULARS
2154,290,5,97.7,1,3,3,133,7,LOST
2589,245,7,97.64,2,4,3,243,9,LOYAL
2502,259,3,97.62,2,2,3,223,7,REGULARS
4230,55,4,97.6,4,3,3,433,10,ACTIVE
1183,184,3,97.6,2,2,3,223,7,REGULARS
3099,165,5,97.6,2,3,3,233,8,REGULARS
4821,32,4,97.59,4,3,3,433,10,ACTIVE
2525,44,5,97.54,4,3,3,433,10,ACTIVE
4313,155,4,97.42,2,3,3,233,8,REGULARS
1391,131,6,97.4,3,4,3,343,10,LOYAL
1882,96,3,97.4,3,2,3,323,8,REGULARS
1814,40,6,97.4,4,4,3,443,11,LOYAL
4765,178,3,97.35,2,2,3,223,7,REGULARS
4068,19,4,97.3,4,3,3,433,10,ACTIVE
1372,188,3,97.3,2,2,3,223,7,REGULARS
4691,79,3,97.26,3,2,3,323,8,REGULARS
1731,40,6,97.2,4,4,3,443,11,LOYAL
4610,164,4,97.05,2,3,3,233,8,REGULARS
4012,228,3,97.0,2,2,3,223,7,REGULARS
2047,10,5,96.8,4,3,3,433,10,ACTIVE
1488,32,4,96.8,4,3,3,433,10,ACTIVE
4993,324,5,96.78,1,3,3,133,7,LOST
1176,135,6,96.65,3,4,3,343,10,LOYAL
3215,162,4,96.64,2,3,3,233,8,REGULARS
2803,430,5,96.62,1,3,3,133,7,LOST
1363,77,5,96.6,3,3,3,333,9,REGULARS
1206,229,3,96.6,2,2,3,223,7,REGULARS
3842,77,4,96.6,3,3,3,333,9,REGULARS
2897,337,3,96.6,1,2,3,123,6,LOST
3643,101,5,96.59,3,3,3,333,9,REGULARS
4105,27,4,96.5,4,3,3,433,10,ACTIVE
3693,44,3,96.5,4,2,3,423,9,ACTIVE
1032,129,5,96.46,3,4,3,343,10,LOYAL
3745,126,6,96.44,3,4,3,343,10,LOYAL
3262,22,4,96.4,4,3,3,433,10,ACTIVE
3022,45,4,96.4,4,3,3,433,10,ACTIVE
2751,330,5,96.37,1,4,3,143,8,LOYAL
3323,21,4,96.36,4,3,3,433,10,ACTIVE
4715,385,5,96.3,1,4,3,143,8,LOYAL
2515,161,5,96.28,2,4,3,243,9,LOYAL
4892,261,3,96.2,2,2,3,223,7,REGULARS
3153,83,6,96.2,3,4,3,343,10,LOYAL
2901,508,4,96.15,1,3,3,133,7,LOST
1432,148,4,96.1,2,3,3,233,8,REGULARS
2641,304,5,96.1,1,4,3,143,8,LOYAL
2982,188,5,95.9,2,4,3,243,9,LOYAL
1856,65,4,95.9,3,3,3,333,9,REGULARS
4932,40,6,95.9,4,4,3,443,11,LOYAL
2910,26,5,95.8,4,4,3,443,11,LOYAL
2556,124,4,95.8,3,3,3,333,9,REGULARS
2208,153,1,95.8,2,1,3,213,6,REGULARS
1553,162,6,95.7,2,4,3,243,9,LOYAL
4688,89,5,95.6,3,4,3,343,10,LOYAL
4796,127,5,95.6,3,4,3,343,10,LOYAL
2535,50,5,95.5,4,4,3,443,11,LOYAL
4676,349,3,95.5,1,2,3,123,6,LOST
3117,91,4,95.5,3,3,3,333,9,REGULARS
4467,38,4,95.4,4,3,3,433,10,ACTIVE
2049,84,4,95.3,3,3,3,333,9,REGULARS
4862,229,5,95.3,2,4,3,243,9,LOYAL
2092,54,5,95.3,4,4,3,443,11,LOYAL
1479,229,4,95.29,2,3,3,233,8,REGULARS
2127,41,5,95.22,4,4,3,443,11,LOYAL
1278,21,4,95.2,4,3,3,433,10,ACTIVE
4914,31,4,95.16,4,3,3,433,10,ACTIVE
2054,15,3,95.12,4,2,3,423,9,ACTIVE
2986,225,5,95.1,2,4,3,243,9,LOYAL
3100,221,5,95.1,2,4,3,243,9,LOYAL
1582,146,3,95.06,2,2,3,223,7,REGULARS
3312,6,4,95.05,4,3,3,433,10,ACTIVE
1836,113,3,95.0,3,2,3,323,8,REGULARS
3972,205,6,95.0,2,4,3,243,9,LOYAL
1130,103,4,94.95,3,3,3,333,9,REGULARS
2200,81,3,94.9,3,2,3,323,8,REGULARS
3433,90,3,94.9,3,2,3,323,8,REGULARS
3882,72,5,94.85,3,4,3,343,10,LOYAL
1641,190,5,94.7,2,4,3,243,9,LOYAL
1043,354,3,94.69,1,2,3,123,6,LOST
1213,107,3,94.6,3,2,3,323,8,REGULARS
1018,221,4,94.6,2,3,3,233,8,REGULARS
4214,84,6,94.6,3,4,3,343,10,LOYAL
4750,100,4,94.52,3,3,3,333,9,REGULARS
1503,135,3,94.5,3,2,3,323,8,REGULARS
3089,74,5,94.5,3,4,3,343,10,LOYAL
4232,11,4,94.45,4,3,3,433,10,ACTIVE
2170,195,3,94.45,2,2,3,223,7,REGULARS
1335,73,4,94.45,3,3,3,333,9,REGULARS
3343,234,5,94.44,2,4,3,243,9,LOYAL
1086,2,5,94.4,4,4,3,443,11,LOYAL
4969,218,5,94.36,2,4,3,243,9,LOYAL
2906,175,5,94.35,2,4,3,243,9,LOYAL
4036,218,5,94.35,2,4,3,243,9,LOYAL
4678,13,3,94.2,4,2,3,423,9,ACTIVE
4269,273,3,94.2,2,2,3,223,7,REGULARS
2290,111,4,94.2,3,3,3,333,9,REGULARS
1108,153,4,94.06,2,3,3,233,8,REGULARS
1967,64,6,93.95,3,4,3,343,10,LOYAL
1473,89,4,93.9,3,3,3,333,9,REGULARS
1109,268,5,93.9,2,4,3,243,9,LOYAL
2265,96,3,93.85,3,2,3,323,8,REGULARS
1611,270,3,93.85,2,2,3,223,7,REGULARS
2419,130,3,93.8,3,2,3,323,8,REGULARS
1899,67,5,93.64,3,4,3,343,10,LOYAL
3713,333,4,93.6,1,3,3,133,7,LOST
4890,107,5,93.6,3,4,3,343,10,LOYAL
2306,82,5,93.54,3,4,3,343,10,LOYAL
4050,177,3,93.5,2,2,3,223,7,REGULARS
1293,65,4,93.46,3,3,3,333,9,REGULARS
1443,82,4,93.4,3,3,3,333,9,REGULARS
3996,121,3,93.4,3,2,3,323,8,REGULARS
2137,614,2,93.3,1,1,3,113,5,LOST
1532,193,2,93.3,2,1,3,213,6,REGULARS
1923,24,6,93.15,4,4,3,443,11,LOYAL
2947,167,3,93.1,2,2,3,223,7,REGULARS
1515,32,6,93.1,4,4,3,443,11,LOYAL
4923,98,5,93.07,3,4,3,343,10,LOYAL
4345,336,3,93.06,1,2,3,123,6,LOST
2376,216,3,93.0,2,2,3,223,7,REGULARS
2149,221,4,93.0,2,3,3,233,8,REGULARS
4997,3,2,93.0,4,1,3,413,8,ACTIVE
3083,467,4,92.95,1,3,3,133,7,LOST
3894,17,4,92.9,4,3,3,433,10,ACTIVE
1377,291,3,92.9,1,2,3,123,6,LOST
2792,67,4,92.9,3,3,3,333,9,REGULARS
2764,2,6,92.75,4,4,3,443,11,LOYAL
1355,102,5,92.7,3,4,3,343,10,LOYAL
4059,237,3,92.7,2,2,3,223,7,REGULARS
1551,141,6,92.7,3,4,3,343,10,LOYAL
1288,458,2,92.68,1,1,3,113,5,LOST
4008,225,4,92.62,2,3,3,233,8,REGULARS
3527,92,3,92.62,3,2,3,323,8,REGULARS
3205,19,5,92.6,4,4,3,443,11,LOYAL
3109,184,4,92.4,2,3,3,233,8,REGULARS
3797,105,6,92.4,3,4,3,343,10,LOYAL
1427,34,6,92.4,4,4,3,443,11,LOYAL
2439,60,4,92.34,3,3,3,333,9,REGULARS
1893,270,4,92.3,2,3,3,233,8,REGULARS
2579,266,3,92.3,2,2,3,223,7,REGULARS
3672,216,3,92.2,2,2,3,223,7,REGULARS
4634,229,3,92.2,2,2,3,223,7,REGULARS
3104,209,6,92.15,2,4,3,243,9,LOYAL
4308,25,6,92.12,4,4,3,443,11,LOYAL
4180,49,6,92.11,4,4,3,443,11,LOYAL
1797,411,5,92.09,1,4,3,143,8,LOYAL
4596,208,5,92.0,2,4,3,243,9,LOYAL
4283,558,3,91.9,1,2,3,123,6,LOST
1838,280,4,91.9,2,3,3,233,8,REGULARS
1281,211,3,91.9,2,2,3,223,7,REGULARS
4119,235,4,91.8,2,3,3,233,8,REGULARS
3321,5,5,91.8,4,4,3,443,11,LOYAL
3799,415,3,91.8,1,2,3,123,6,LOST
3661,33,4,91.74,4,3,3,433,10,ACTIVE
2971,337,3,91.62,1,2,3,123,6,LOST
4038,54,3,91.6,4,2,3,423,9,ACTIVE
4456,144,5,91.55,2,4,3,243,9,LOYAL
4406,217,8,91.42,2,4,3,243,9,LOYAL
